,gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days
12899,M,26,6c7731b9138b40b6a4bc4a8b0d708fff,2017-11-15,62000.0,1107,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,12.0,6.875,153.0,0.0,27.0,0.6,0.0,3.0,0.0036133694670280035
12900,M,61,b4d6477e15ca4b1086638089882177b7,2017-04-28,59000.0,1308,3.0,6.0,5.0,25.0,3.0,2.0,3.0,2.0,2.0,1.0,6.0,5.0,6.0,4.0,5.0,1.0,0.0,5.0,5.0,5.0,3.0,4.0,1.0,0.0,101.07999999999998,8.571428571428571,169.71428571428572,17.0,42.0,0.83,0.5,4.04,0.0191131498470948
12901,M,18,2c6431b854a748d48b8b694c92875f46,2018-02-14,49000.0,1016,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,10.48,5.0,148.0,0.0,4.0,0.5,0.0,2.62,0.003937007874015748
12902,M,41,f551d6074a644ba2953ca373dcc50d25,2017-12-08,84000.0,1084,1.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,126.8,3.5714285714285716,126.85714285714286,5.0,10.0,1.0,0.333,21.13,0.005535055350553505
12903,M,68,d916b48f32ea4b4380ea219b3381c70a,2017-09-12,100000.0,1171,3.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,120.08999999999999,7.0,136.6153846153846,23.0,28.0,0.67,0.5,30.02,0.0034158838599487617
12904,F,65,f06432a601ca49a2b2ab4b574db47d77,2017-12-26,63000.0,1066,2.0,2.0,2.0,9.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,132.19,15.0,204.0,7.0,7.0,1.0,1.0,14.69,0.008442776735459663
12905,M,71,5c0aa6d30a3d47f38d30cf72d180e75d,2017-05-22,78000.0,1284,2.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,6.0,5.0,4.0,1.0,1.0,6.0,5.0,6.0,5.0,4.0,1.0,1.0,110.84,7.857142857142857,149.14285714285714,12.0,37.0,1.0,0.333,18.47,0.004672897196261682
12906,F,60,e1eeb00d88264a7ebcdde3b49e910442,2016-09-14,79000.0,1534,3.0,5.0,4.0,10.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,254.78,4.25,124.0,13.0,13.0,0.8,0.6,25.48,0.00651890482398957
12907,M,18,945bc11409e943ea8fb7a23f28ddd00e,2017-11-06,41000.0,1116,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,15.299999999999997,3.3333333333333335,88.0,0.0,10.0,1.0,0.0,3.06,0.004480286738351254
12908,M,44,be7d070f14a74e61a23ba4acbda84754,2018-01-17,36000.0,1044,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26,10.0,168.0,0.0,5.0,0.0,0.0,3.06,0.0038314176245210726
12909,F,76,d47662150c614427bf70fb98136bf02a,2018-05-31,46000.0,910,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,9.9,5.714285714285714,116.57142857142857,0.0,20.0,0.75,0.0,2.48,0.004395604395604396
12910,M,54,d9131738e8af4f219dc42e919d1a52cf,2016-02-14,95000.0,1747,3.0,3.0,3.0,8.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,208.38,8.333333333333334,152.0,17.0,17.0,1.0,1.0,26.05,0.0045792787635947334
12911,M,52,1bf7115943f34e228d47a9e5a707cda7,2016-01-26,75000.0,1766,2.0,4.0,3.0,15.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,55.540000000000006,4.555555555555555,125.33333333333333,5.0,5.0,0.75,0.5,3.7,0.008493771234428085
12912,M,47,0fa86ae026dc4ed3a9ec0f4676239e9d,2018-05-06,89000.0,935,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,66.69,6.666666666666667,136.0,0.0,20.0,1.0,0.0,33.34,0.0021390374331550803
12913,F,33,67401af8aa0a40eb9946d62c0bc19571,2017-01-22,64000.0,1404,4.0,5.0,3.0,11.0,4.0,1.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,191.31,8.75,152.0,22.0,22.0,0.6,0.8,17.39,0.007834757834757835
12914,M,74,d0dcec4372ca4c88955ba0ef011a8e86,2017-08-27,41000.0,1187,2.0,5.0,4.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,3.0,5.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,26.0,6.818181818181818,154.9090909090909,5.0,18.0,0.8,0.4,4.33,0.005054759898904802
12915,F,66,4fa7957dda024f56b6d211dd8cca6c4d,2017-10-14,81000.0,1139,4.0,4.0,4.0,9.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,0.0,196.85,9.25,144.0,25.0,25.0,1.0,1.0,21.87,0.007901668129938543
12916,M,65,495e14130e604f1a8439423ccf69f38e,2017-11-12,31000.0,1110,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,8.1,9.0,136.0,0.0,23.0,1.0,0.0,1.62,0.0045045045045045045
12917,F,61,597ebda5954741909a583df17c61c94b,2017-07-29,94000.0,1216,3.0,4.0,4.0,12.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,321.3,9.545454545454545,194.1818181818182,12.0,12.0,1.0,0.75,26.78,0.009868421052631578
12918,F,96,ba4f033e94284ee18d2013686b6a8afd,2018-03-03,103000.0,999,3.0,4.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,139.27,10.11111111111111,184.0,13.0,23.0,0.5,0.75,27.85,0.005005005005005005
12919,M,48,56a3e1fc679c4300baeb279b3a638837,2017-10-10,41000.0,1143,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,20.23,11.428571428571429,188.57142857142858,0.0,27.0,0.4,0.0,3.37,0.005249343832020997
12920,M,67,3efe20b923644413a8b16912410ff6ed,2017-12-12,80000.0,1080,1.0,5.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,5.0,2.0,1.0,0.0,4.0,5.0,4.0,5.0,2.0,1.0,0.0,4.0,273.76,2.727272727272727,89.45454545454545,10.0,10.0,1.0,0.2,21.06,0.012037037037037037
12921,M,51,a6af69d4f60e49adb49022aba7a6392b,2017-03-08,85000.0,1359,2.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,106.07000000000001,7.5,146.4,7.0,22.0,0.6,0.4,21.21,0.003679175864606328
12922,M,59,6ff0609fb8394bde8695e81d4809e3ba,2018-06-18,40000.0,892,2.0,6.0,5.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,6.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,2.0,2.0,32.059999999999995,6.153846153846154,162.46153846153845,7.0,19.0,0.83,0.333,4.01,0.008968609865470852
12923,F,80,03e866224ec641c58bc93a69be00de9c,2018-02-11,47000.0,1019,1.0,5.0,3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,26.19,10.0,192.0,2.0,26.0,0.6,0.2,3.74,0.0068694798822374874
12924,F,21,af5f147000ff48199b012df26bf97e15,2016-05-14,36000.0,1657,4.0,5.0,5.0,9.0,4.0,0.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,2.0,0.0,5.0,1.0,4.0,5.0,3.0,2.0,0.0,465.0799999999999,10.0,176.57142857142858,17.0,27.0,1.0,0.8,51.68,0.005431502715751358
12925,M,51,2548f467373b4f4cb328308a90974718,2017-07-27,73000.0,1218,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,24.23,8.571428571428571,181.71428571428572,2.0,9.0,0.5,0.25,4.85,0.004105090311986864
12926,F,52,dce6d06c87cb4657bc6b123cc35373d1,2016-08-31,91000.0,1548,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,141.79999999999998,9.181818181818182,187.63636363636363,15.0,25.0,1.0,0.75,28.36,0.003229974160206718
12927,M,28,46444d6ef3d54998a3bbfc5e1afa2e66,2017-01-28,32000.0,1398,1.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,62.58,6.833333333333333,148.0,3.0,8.0,0.67,0.333,7.82,0.005722460658082976
12928,F,60,8f5146270f5745d4862514da8a7b6620,2018-05-04,75000.0,937,2.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,4.0,6.0,6.0,4.0,1.0,1.0,6.0,4.0,6.0,6.0,4.0,1.0,1.0,113.95,8.571428571428571,123.42857142857143,20.0,42.0,1.0,0.333,22.79,0.005336179295624333
12929,M,67,09a232cdf36d4d2b9d23a860493ce998,2017-09-16,36000.0,1167,5.0,6.0,5.0,15.0,5.0,4.0,5.0,5.0,3.0,2.0,6.0,5.0,6.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,113.68000000000002,6.0625,138.0,26.0,26.0,0.83,0.833,7.58,0.012853470437017995
12930,M,73,6a8b0facbdf34e45bbf6d1f82fa6fc79,2016-06-22,90000.0,1618,6.0,6.0,3.0,8.0,6.0,3.0,6.0,5.0,4.0,2.0,6.0,3.0,6.0,5.0,4.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,218.68,7.266666666666667,182.4,30.0,30.0,0.5,1.0,27.34,0.004944375772558714
12931,M,18,095bc1a9b5f64d0f88ed616df292a3ec,2017-11-18,55000.0,1104,2.0,5.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,4.0,5.0,3.0,2.0,0.0,3.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,135.14,2.727272727272727,100.36363636363636,10.0,10.0,0.8,0.4,16.89,0.007246376811594203
12932,M,52,acd96146258741999a42ce74856bc119,2014-02-01,56000.0,2490,3.0,6.0,5.0,25.0,3.0,2.0,3.0,3.0,0.0,3.0,6.0,4.0,5.0,5.0,2.0,4.0,0.0,5.0,4.0,5.0,4.0,2.0,3.0,0.0,78.49000000000002,10.071428571428571,181.71428571428572,7.0,32.0,0.83,0.5,3.14,0.010040160642570281
12933,M,68,8a9802d7d16a4e4f90aaf35cb40998d5,2017-02-25,37000.0,1370,2.0,5.0,3.0,12.0,2.0,2.0,2.0,0.0,2.0,0.0,5.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,119.06,9.0,151.2,20.0,35.0,0.6,0.4,9.92,0.008759124087591242
12934,F,55,a5a2a9d653d4410ca20ea6dd1c72e7d7,2018-07-05,67000.0,875,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,91.32000000000001,9.285714285714286,157.71428571428572,15.0,20.0,0.67,0.667,18.26,0.005714285714285714
12935,F,69,6f6a3bba7af74d05b7a2a422021755a2,2018-07-07,41000.0,873,3.0,4.0,3.0,18.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,2.0,3.0,4.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,160.43,9.1,189.6,10.0,10.0,0.75,0.75,8.91,0.020618556701030927
12936,F,22,753ee920be274fc8a74eb9e326dbc9e8,2017-09-27,42000.0,1156,2.0,3.0,3.0,15.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,45.92,7.0,186.0,8.0,10.0,1.0,0.667,3.06,0.012975778546712802
12937,M,60,6f9d1182f4054f4f871064b42a2d7f29,2014-04-08,32000.0,2424,1.0,6.0,6.0,21.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,4.0,6.0,5.0,5.0,0.0,1.0,6.0,4.0,6.0,5.0,5.0,0.0,1.0,55.839999999999996,5.0,131.07692307692307,5.0,30.0,1.0,0.167,2.66,0.008663366336633664
12938,M,66,de99bc7621114ae6a2038dde92bbfa4f,2016-04-12,79000.0,1689,4.0,4.0,4.0,13.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,279.72,9.25,174.0,18.0,18.0,1.0,1.0,21.52,0.0076968620485494375
12939,M,38,96ae94b7eb5e404bbe7a5fe07a7d7035,2015-12-15,34000.0,1808,5.0,6.0,6.0,21.0,5.0,5.0,5.0,5.0,1.0,4.0,6.0,6.0,6.0,5.0,1.0,4.0,1.0,6.0,6.0,6.0,5.0,1.0,4.0,1.0,183.75,8.294117647058824,186.35294117647058,19.0,19.0,1.0,0.833,8.75,0.011615044247787611
12940,F,55,84333d7042914c2b97fa9f9b0a1a4e4b,2017-08-25,48000.0,1189,3.0,4.0,3.0,22.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,276.62,8.1,146.4,23.0,23.0,0.75,0.75,12.57,0.018502943650126155
12941,F,65,b22a82f0fdd84919afe0a4989383162a,2017-03-12,81000.0,1355,4.0,5.0,4.0,10.0,4.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,257.92999999999995,10.846153846153847,195.69230769230768,20.0,20.0,0.8,0.8,25.79,0.007380073800738007
12942,M,55,37c79e54b8184b8e973696453772ffd4,2017-01-25,85000.0,1401,3.0,4.0,3.0,9.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,213.20000000000002,5.6,134.4,10.0,10.0,0.75,0.75,23.69,0.006423982869379015
12943,M,59,2f657abf30dd4b039f3c492dc61b19af,2016-06-08,44000.0,1632,3.0,3.0,2.0,17.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,224.18,8.875,168.0,15.0,15.0,0.67,1.0,13.19,0.010416666666666666
12944,O,43,14462e564e044822b4b29684512ee428,2016-07-28,100000.0,1582,3.0,5.0,5.0,12.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,4.0,2.0,1.0,2.0,262.28000000000003,5.769230769230769,147.69230769230768,17.0,17.0,1.0,0.6,21.86,0.007585335018963337
12945,F,56,bb96405dddda4e9caf4461b6e990f39f,2017-12-12,74000.0,1080,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,128.97,4.285714285714286,92.57142857142857,10.0,10.0,1.0,0.333,21.5,0.005555555555555556
12946,M,57,0a570779782948acb54f2f8e31a49c21,2017-08-10,63000.0,1204,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,158.4,0.0,15.0,0.25,0.0,0.0,0.0
12947,M,43,b68bc936296144569115d7cbe8077f51,2018-02-14,45000.0,1016,4.0,6.0,5.0,9.0,4.0,3.0,4.0,4.0,0.0,4.0,6.0,4.0,6.0,5.0,0.0,5.0,1.0,5.0,4.0,5.0,4.0,0.0,4.0,1.0,108.71000000000001,7.466666666666667,169.6,10.0,12.0,0.83,0.667,12.08,0.008858267716535433
12948,M,58,7584bd98a6a5473496c723a31e5898b0,2014-05-08,67000.0,2394,3.0,6.0,5.0,23.0,3.0,3.0,3.0,3.0,1.0,2.0,6.0,5.0,6.0,6.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,2.0,3.0,0.0,74.22,7.857142857142857,166.28571428571428,15.0,28.0,0.83,0.5,3.23,0.00960735171261487
12949,F,78,7ca8a3cfaa7a4628a9523502c8af804f,2017-08-05,81000.0,1209,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,112.88,9.692307692307692,156.92307692307693,33.0,33.0,0.6,1.0,28.22,0.0033085194375516956
12950,F,65,69519c33ae124ef9bb84135555a33452,2016-08-24,80000.0,1555,6.0,6.0,6.0,17.0,6.0,2.0,4.0,6.0,1.0,5.0,6.0,2.0,4.0,6.0,1.0,5.0,0.0,6.0,2.0,4.0,6.0,1.0,5.0,0.0,346.73,12.5,216.0,21.0,21.0,1.0,1.0,20.4,0.010932475884244373
12951,M,77,3c8d541112a74af99e88abbd0692f00e,2017-09-26,97000.0,1157,5.0,5.0,5.0,8.0,5.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,0.0,5.0,3.0,3.0,5.0,2.0,3.0,0.0,1608.69,11.4,177.6,23.0,23.0,1.0,1.0,201.09,0.006914433880726016
12952,M,66,45f40a890913478c990857db415c109e,2017-07-26,62000.0,1219,5.0,5.0,5.0,8.0,5.0,3.0,5.0,4.0,5.0,0.0,5.0,3.0,5.0,4.0,5.0,0.0,0.0,5.0,3.0,5.0,4.0,5.0,0.0,0.0,134.21,7.0,148.8,35.0,35.0,1.0,1.0,16.78,0.006562756357670222
12953,F,36,15dd8bf6064e4a67a0693496cde0c4bc,2015-08-02,36000.0,1943,1.0,5.0,4.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,53.57,9.0,146.4,10.0,27.0,0.8,0.2,2.82,0.00977869274318065
12954,F,23,4cbe49f99f584c309d0402bc9d507478,2017-12-20,44000.0,1072,3.0,3.0,2.0,13.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,131.53,11.375,168.0,18.0,18.0,0.67,1.0,10.12,0.012126865671641791
12955,F,67,12a98cfa75fb456d9a04e251a3c9084a,2016-01-07,88000.0,1785,1.0,4.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,169.26999999999998,6.875,132.0,10.0,25.0,0.75,0.25,28.21,0.0033613445378151263
12956,F,87,4f91386f0811499f82809bbe2035f9c5,2017-03-03,89000.0,1364,3.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,157.27,6.5,160.8,12.0,17.0,0.75,0.75,22.47,0.005131964809384164
12957,M,56,28b230b668d04ec7ad17f95562d2ec5e,2014-02-25,65000.0,2466,3.0,6.0,5.0,13.0,3.0,3.0,3.0,3.0,1.0,2.0,6.0,3.0,6.0,6.0,1.0,2.0,3.0,5.0,3.0,5.0,5.0,1.0,2.0,2.0,36.67,5.357142857142857,162.85714285714286,9.0,9.0,0.83,0.5,2.82,0.0052716950527169504
12958,M,21,e18b89d585fb495caf439dae566a4d5e,2017-08-14,39000.0,1200,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,11.25,5.714285714285714,102.85714285714286,0.0,20.0,0.75,0.0,2.81,0.0033333333333333335
12959,F,63,b0fc778d61024cd29eea6273bec6ba5a,2018-01-01,115000.0,1060,3.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,194.68,7.0,124.8,20.0,22.0,0.75,0.75,27.81,0.006603773584905661
12960,M,44,83adb767081d49fb8e362fcbc6038f83,2018-03-17,53000.0,985,1.0,6.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,5.0,6.0,6.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,3.0,2.0,0.0,17.18,8.75,164.0,5.0,31.0,0.83,0.167,2.86,0.006091370558375634
12961,F,69,03af4a51012e4a00809df85c9279e4e4,2016-04-26,94000.0,1675,2.0,4.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,155.35,6.25,135.0,12.0,12.0,0.5,0.5,25.89,0.003582089552238806
12962,M,48,95b1980ece724d3e819c9aa7617ee3e1,2014-05-28,49000.0,2374,2.0,5.0,5.0,18.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,50.91,6.833333333333333,144.0,6.0,26.0,1.0,0.4,2.83,0.007582139848357203
12963,M,59,6d55fb547a5a486f84d0561e6ada9b6d,2017-09-26,33000.0,1157,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,7.130000000000001,8.75,150.0,0.0,20.0,1.0,0.0,1.43,0.00432152117545376
12964,F,67,610f5f7bca334cb9986dfd61a60b9164,2017-08-18,68000.0,1196,4.0,5.0,5.0,17.0,4.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,3.0,1.0,5.0,2.0,4.0,5.0,1.0,3.0,1.0,317.99,9.642857142857142,204.0,14.0,14.0,1.0,0.8,18.71,0.014214046822742474
12965,M,18,079bc7a16fe94907911fcac3b93754d5,2018-02-15,73000.0,1015,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,9.22,5.714285714285714,130.28571428571428,0.0,12.0,0.75,0.0,2.31,0.003940886699507389
12966,F,35,5296796ca91f4f20bc8942a582acbea7,2017-09-19,33000.0,1164,2.0,4.0,3.0,14.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,49.06000000000001,8.444444444444445,160.0,8.0,23.0,0.75,0.5,3.5,0.012027491408934709
12967,F,71,9871954394374da0b9ba43f7b591bb98,2016-07-24,32000.0,1586,2.0,4.0,3.0,21.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,160.97999999999996,11.222222222222221,181.33333333333334,8.0,18.0,0.75,0.5,7.67,0.013240857503152586
12968,F,38,8a7df45d2a2c472aaba9c652d1b8c65d,2017-09-18,75000.0,1165,3.0,4.0,4.0,10.0,3.0,2.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,167.67,6.818181818181818,124.36363636363636,25.0,25.0,1.0,0.75,16.77,0.008583690987124463
12969,F,101,e0ea90ddd2f147e082d21e97f51ec1b1,2017-11-09,56000.0,1113,1.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,74.16,7.142857142857143,168.0,2.0,4.0,1.0,0.333,14.83,0.004492362982929021
12970,M,56,52ca3e12464d464bad3ac645ef6f1030,2017-06-13,91000.0,1262,2.0,3.0,1.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,116.42,8.333333333333334,160.0,10.0,10.0,0.33,0.667,23.28,0.003961965134706815
12971,F,52,3a1552ec261d409e846c11fdf44bdb0c,2017-12-18,41000.0,1074,3.0,3.0,3.0,11.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,118.34,10.0,176.0,14.0,14.0,1.0,1.0,10.76,0.010242085661080074
